"","OverallQual","TotalSF","logSalePrice","BldgType","LotArea","GrLivArea","TotRmsAbvGrd","BedroomAbvGr","salePriceCategory","logTotalSF"
"317",7,2353,12.4684369099977,"1Fam",13005,2353,10,4,"High",7.76344638872736
"318",8,1959,12.5061772379805,"1Fam",9000,1959,8,3,"High",7.58018941794454
"319",7,2646,12.4684369099977,"1Fam",9900,2646,9,4,"High",7.8808043446749
"320",7,1472,12.1415341243926,"1Fam",14115,1472,6,3,"Medium",7.29437729928882
"321",9,2596,12.7444443677961,"1Fam",16259,2596,9,4,"High",7.86172707782398
"322",8,2468,12.7770521921159,"1Fam",12099,2468,10,4,"High",7.81116338502528
"323",7,2730,12.614865543731,"1Fam",10380,2730,8,4,"High",7.91205688817901
"324",3,1163,11.7454251112085,"1Fam",5820,1163,6,3,"Low",7.05875815251866
"325",7,2978,12.3966930051388,"1Fam",11275,2978,11,5,"High",7.99900721324395
"326",5,803,11.3736633976367,"1Fam",5000,803,5,2,"Low",6.68835471394676
"327",8,1719,12.6884987947745,"TwnhsE",10846,1719,6,1,"High",7.44949800538285
"328",6,1383,11.8862116747142,"1Fam",11600,1383,7,3,"Medium",7.23201033166476
"329",6,2134,12.2760650173502,"1Fam",11888,2134,10,5,"High",7.6657534318617
"330",5,1192,11.2644641056717,"1Fam",6402,1192,6,3,"Low",7.0833878476253
"331",5,1728,11.6868787720937,"Duplex",10624,1728,10,6,"Low",7.454719949364
"332",5,1056,11.8422292121128,"1Fam",8176,1056,6,3,"Medium",6.96224346426621
"333",8,1629,12.5567295171433,"1Fam",10655,1629,7,3,"High",7.39572160860205
"334",7,1358,12.2404740722475,"TwnhsE",8198,1358,6,2,"High",7.21376830811864
"335",6,1638,12.1652506510099,"1Fam",9042,1638,7,3,"High",7.40123126441302
"336",5,1786,12.3412589180852,"2fmCon",164660,1786,7,3,"High",7.48773376143644
"337",9,1922,12.8411298019654,"1Fam",14157,1922,8,3,"High",7.56112158953024
"338",7,1536,12.273731294004,"1Fam",9135,1536,7,3,"High",7.33693691370762
"339",7,1621,12.2184951655287,"1Fam",14145,1621,8,3,"High",7.39079852173568
"340",6,1215,11.9511803959014,"1Fam",12400,1215,6,3,"Medium",7.10249935577465
"341",8,1908,12.2204685258139,"1Fam",14191,1908,9,4,"High",7.55381085200823
"342",4,841,11.3144745262464,"1Fam",8400,841,4,2,"Low",6.73459165997295
"343",3,1040,11.3793940723457,"Duplex",8544,1040,6,2,"Low",6.94697599213542
"344",9,1684,12.4912515877638,"TwnhsE",8849,1684,6,2,"High",7.42892719480227
"345",5,1112,11.3504065354725,"TwnhsE",2592,1112,4,3,"Low",7.01391547481053
"346",6,1577,11.8508252535826,"1Fam",6435,1577,6,3,"Medium",7.36327958696304
"347",6,958,11.9283409039316,"1Fam",12772,958,5,2,"Medium",6.86484777797086
"348",6,1478,11.9671807372478,"1Fam",17600,1478,6,3,"Medium",7.29844510150815
"349",7,1626,11.9447078813958,"Twnhs",2448,1626,6,2,"Medium",7.39387829010776
"350",9,2728,12.9880408147445,"1Fam",20431,2728,10,4,"High",7.91132401896335
"351",9,1869,12.6699984672658,"TwnhsE",7820,1869,6,2,"High",7.53315880745556
"352",7,1453,12.1547793511426,"1Fam",5271,1453,6,2,"High",7.28138566357028
"353",5,1111,11.4616321705827,"1Fam",9084,1111,5,3,"Low",7.01301578963963
"354",6,720,11.5702505315895,"1Fam",8520,720,5,2,"Low",6.5792512120101
"355",6,1595,11.8493977015914,"1Fam",8400,1595,6,2,"Medium",7.37462901521894
"356",6,1200,12.0867258878976,"1Fam",11249,1200,6,3,"Medium",7.09007683577609
"357",6,1167,12.0610468734799,"1Fam",9248,1167,6,3,"Medium",7.06219163228656
"358",5,1142,11.805595078933,"TwnhsE",4224,1142,6,3,"Low",7.04053639021596
"359",5,1352,11.7752897294377,"1Fam",6930,1352,6,3,"Low",7.20934025660291
"360",8,1924,12.5425448821514,"1Fam",12011,1924,7,3,"High",7.56216163122565
"361",6,912,11.9576112862317,"1Fam",7540,912,5,2,"Medium",6.81563999007433
"362",5,1505,11.8844890214027,"1Fam",9144,1505,8,3,"Medium",7.31654817718298
"363",7,1922,12.1985443791094,"1Fam",7301,1922,7,4,"High",7.56112158953024
"364",6,987,11.6784399034478,"Twnhs",1680,987,5,2,"Low",6.89467003943348
"365",6,1574,12.1547793511426,"1Fam",18800,1574,6,3,"High",7.36137542897735
"366",5,1344,11.8981878657609,"1Fam",10690,1344,6,3,"Medium",7.20340552108309
"367",6,1394,11.9766594812024,"1Fam",9500,1394,6,3,"Medium",7.23993259132047
"368",6,1431,12.0137007528827,"1Fam",9150,1431,6,3,"Medium",7.26612877955645
"369",5,1268,11.7905572015685,"1Fam",7800,1268,7,2,"Low",7.14519613499717
"370",5,1287,11.9953516142145,"1Fam",9830,1287,7,3,"Medium",7.16006920759613
"371",6,1664,12.0575726372117,"1Fam",8121,1664,7,3,"Medium",7.41697962138115
"372",4,1588,11.8088137739691,"1Fam",17120,1588,7,4,"Low",7.37023064180708
"373",6,752,11.7360690162844,"TwnhsE",7175,752,4,2,"Low",6.62273632394984
"374",5,1319,11.7199396343546,"1Fam",10634,1319,5,3,"Low",7.18462915271731
"375",7,1928,12.2991075114974,"1Fam",8200,1928,8,4,"High",7.56423847517049
"376",1,904,11.0186291431554,"1Fam",10020,904,4,1,"Low",6.80682936039218
"377",5,914,11.9049675527463,"1Fam",8846,914,5,2,"Medium",6.81783057145415
"378",8,2466,12.7367008965923,"1Fam",11143,2466,8,4,"High",7.81035268372429
"379",9,1856,12.8852020343219,"1Fam",11394,1856,8,1,"High",7.52617891334615
"380",6,1800,12.0951410848229,"1Fam",8123,1800,7,3,"Medium",7.49554194388426
"381",5,1691,11.7519423654407,"1Fam",5000,1691,6,3,"Low",7.43307534889858
"382",7,1301,12.1428665696264,"1Fam",7200,1301,5,2,"Medium",7.1708884785125
"383",7,1797,12.2713921116508,"1Fam",9245,1797,8,3,"High",7.49387388678356
"384",6,784,11.2384886192685,"1Fam",9000,784,5,2,"Low",6.66440902035041
"385",6,1953,12.3883942023241,"1Fam",53107,1953,9,3,"High",7.57712193087668
"386",8,1269,12.1652506510099,"TwnhsE",3182,1269,6,2,"High",7.14598446771439
"387",5,1184,11.3022044336546,"1Fam",8410,1184,8,5,"Low",7.07665381544395
"388",6,1125,11.7360690162844,"1Fam",7200,1125,6,3,"Low",7.02553831463852
"389",7,1479,12.1600287070288,"1Fam",9382,1479,6,3,"High",7.2991214627108
"390",10,2332,12.9621946252515,"1Fam",12474,2332,9,3,"High",7.75448154747038
"391",5,1367,11.6868787720937,"1Fam",8405,1367,7,4,"Low",7.22037383672395
"392",6,1961,12.2783933071098,"1Fam",12209,1961,7,3,"High",7.58120982619635
"393",5,882,11.5759002641316,"1Fam",8339,882,5,3,"Low",6.78219205600679
"394",4,788,11.5129254649702,"1Fam",7446,788,4,2,"Low",6.66949808985788
"395",5,1034,11.5991031612113,"1Fam",10134,1034,5,2,"Low",6.94119005506837
"396",5,1144,11.7675676833438,"1Fam",9571,1144,6,3,"Low",7.04228617193974
"397",5,894,11.7199396343546,"1Fam",7200,894,6,2,"Low",6.79570577517351
"398",5,1812,12.0406082058026,"1Fam",7590,1812,8,4,"Medium",7.50218648660292
"399",5,1077,11.1124478983731,"1Fam",8967,1077,6,2,"Low",6.98193467715639
"400",7,1550,12.3925522124728,"1Fam",8125,1550,7,2,"High",7.34601020991329
"401",8,1288,12.4110522262167,"TwnhsE",14963,1288,4,1,"High",7.1608459066643
"402",7,1310,12.0136401449855,"1Fam",8767,1310,6,3,"Medium",7.1777824161952
"403",5,672,11.5898865061064,"1Fam",10200,672,4,2,"Low",6.51025834052315
"404",8,2263,12.4607148639038,"1Fam",12090,2263,10,4,"High",7.72444664563354
"405",6,1572,12.0317192583854,"1Fam",10364,1572,7,3,"Medium",7.36010397298915
"406",4,1620,11.9183905730784,"1Fam",9991,1620,8,3,"Medium",7.39018142822643
"407",6,1166,11.6526874073454,"1Fam",10480,1639,6,3,"Low",7.06133436691044
"408",6,1680,12.083905011556,"1Fam",15576,1680,8,4,"Medium",7.4265490723973
"409",7,2172,12.5425448821514,"1Fam",14154,2172,9,3,"High",7.68340368105383
"410",8,2078,12.7359653320134,"1Fam",10800,2078,8,3,"High",7.63916117165917
"411",5,1276,11.0020998412042,"1Fam",9571,1276,5,3,"Low",7.15148546390474
"412",5,1056,11.8844890214027,"2fmCon",34650,1056,5,3,"Medium",6.96224346426621
"413",7,1478,12.3104326608544,"1Fam",4403,1478,7,2,"High",7.29844510150815
"414",5,1028,11.6526874073454,"1Fam",8960,1028,5,2,"Low",6.93537044601511
"415",7,2097,12.3371009079366,"1Fam",11228,2097,9,3,"High",7.64826303090192
"416",7,1340,12.1069923678295,"1Fam",8899,1340,6,3,"Medium",7.20042489294496
"417",6,1400,11.9150516718129,"1Fam",7844,1400,6,3,"Medium",7.24422751560335
"418",6,2624,12.3842188309136,"1Fam",22420,2624,10,4,"High",7.87245515006398
"419",5,1134,11.7440371859336,"1Fam",8160,1134,7,3,"Low",7.0335064842877
"420",5,1056,11.8635823365834,"1Fam",8450,1056,6,3,"Medium",6.96224346426621
"421",7,1344,12.2370866990593,"Duplex",7060,1344,8,2,"High",7.20340552108309
"422",6,1602,12.2783933071098,"1Fam",16635,1602,8,3,"High",7.3790081276283
"423",5,988,11.6351430976945,"1Fam",21750,988,4,2,"Low",6.89568269774787
"424",8,2630,12.6603279178078,"1Fam",9200,2630,8,4,"High",7.87473912517181
"425",6,1196,11.8422292121128,"1Fam",9000,1196,6,2,"Medium",7.08673793451058
"426",7,1389,11.8130300574206,"1Fam",3378,1389,6,3,"Low",7.23633934275434
"427",7,1644,12.5245263766487,"1Fam",12800,1644,5,2,"High",7.40488757561612
"428",4,907,11.5991765530135,"1Fam",8593,907,5,3,"Low",6.81014245011514
"429",7,1208,12.1828040185908,"1Fam",6762,1208,6,2,"High",7.09672137849476
"430",6,1412,12.0725412529057,"1Fam",11457,1412,6,3,"Medium",7.25276241805319
"431",6,987,11.3551013797767,"Twnhs",1680,987,4,2,"Low",6.89467003943348
"432",6,1198,11.2885311317544,"1Fam",5586,1198,7,4,"Low",7.08840877867539
"433",5,1365,11.7158663089669,"TwnhsE",1920,1365,6,2,"Low",7.21890970761906
"434",6,1604,12.106252310248,"1Fam",10839,1604,7,3,"Medium",7.38025578842646
"435",4,630,11.3022044336546,"Twnhs",1890,630,3,1,"Low",6.44571981938558
"436",7,1661,12.2643415536542,"1Fam",10667,1661,6,3,"High",7.41517510961329
"437",6,1118,11.6613454700885,"1Fam",4400,1118,6,2,"Low",7.01929665371504
"438",6,904,11.6868787720937,"1Fam",6000,904,4,2,"Low",6.80682936039218
"439",5,694,11.4114462960204,"1Fam",4280,694,4,2,"Low",6.5424719605068
"440",6,1196,11.6082356447746,"1Fam",12354,1196,7,3,"Low",7.08673793451058
"441",10,2402,13.2267233927286,"1Fam",15431,2402,10,2,"High",7.78405700263993
"442",4,1440,11.6784399034478,"Duplex",12108,1440,8,4,"Low",7.27239839257005
"443",5,1573,12.0008917945901,"1Fam",6240,1573,8,3,"Medium",7.36073990305828
"444",7,1258,12.0581525154536,"TwnhsE",3922,1258,6,2,"Medium",7.13727843726039
"445",7,1908,12.2548628096996,"1Fam",8750,1908,8,4,"High",7.55381085200823
"446",6,1689,11.7558716435806,"1Fam",9855,1689,7,3,"Low",7.4318919168078
"447",6,1888,12.1547793511426,"1Fam",16492,1888,6,2,"High",7.54327334670545
"448",7,1886,12.2055725204885,"1Fam",11214,1886,10,4,"High",7.5422134631934
"449",6,1376,11.6910716503537,"1Fam",8600,1376,7,3,"Low",7.22693601849329
"450",3,1183,11.6952470217642,"1Fam",6000,1183,6,2,"Low",7.07580886397839
"451",6,813,11.6082356447746,"1Fam",5684,813,5,2,"Low",6.70073110954781
"452",7,1533,12.5425448821514,"1Fam",70761,1533,5,2,"High",7.33498187887181
"453",6,1756,12.2258752728264,"1Fam",9303,1756,7,3,"High",7.47079377419506
"454",8,1590,12.2548628096996,"1Fam",9000,1590,6,3,"High",7.37148929521428
"455",5,1728,12.1441972418121,"Duplex",9297,1728,8,4,"Medium",7.454719949364
"456",7,1242,12.0753943218881,"1Fam",9600,1242,6,3,"Medium",7.12447826249342
"457",5,1344,11.4927227576527,"1Fam",4571,1344,7,4,"Low",7.20340552108309
"458",4,1663,12.4529327234617,"1Fam",53227,1663,6,2,"High",7.41637847919293
"459",8,1666,11.9891596439666,"1Fam",5100,1666,7,3,"Medium",7.41818082272679
"460",5,1203,11.6082356447746,"1Fam",7015,1203,5,3,"Low",7.09257371597468
"461",8,1935,12.4815619372163,"1Fam",8004,1935,8,3,"High",7.56786260546388
"462",7,1135,11.9511803959014,"1Fam",7200,1135,6,3,"Medium",7.0343879299155
"463",5,864,11.0410480813427,"1Fam",8281,864,5,3,"Low",6.76157276880406
"464",6,1660,12.1479137313566,"1Fam",11988,1660,6,3,"Medium",7.41457288135059
"465",5,1040,11.7280368445872,"1Fam",8430,1040,5,3,"Low",6.94697599213542
"466",7,1414,12.0936875149354,"TwnhsE",3072,1414,6,2,"Medium",7.25417784645652
"467",7,1277,12.0257490913989,"1Fam",10628,1277,5,2,"Medium",7.15226885603254
"468",5,1644,11.8947807074393,"1Fam",9480,1644,7,3,"Medium",7.40488757561612
"469",8,1634,12.4292161968444,"1Fam",11428,1634,7,3,"High",7.39878627541995
"470",6,1710,12.1388638958367,"1Fam",9291,1710,7,3,"Medium",7.44424864949671
"471",8,1502,12.2643415536542,"TwnhsE",6820,1502,4,1,"High",7.31455283232408
"472",7,1969,12.1547793511426,"1Fam",11952,1969,8,3,"High",7.58528107863913
"473",6,1072,11.9049675527463,"TwnhsE",3675,1072,5,2,"Medium",6.97728134163075
"474",8,1976,12.9945300058944,"1Fam",14977,1976,7,2,"High",7.58882987830781
"475",8,1652,12.4332082181139,"TwnhsE",5330,1652,6,2,"High",7.40974195408092
"476",5,970,11.7943379244084,"1Fam",8480,970,5,2,"Low",6.87729607149743
"477",6,1493,12.2496109475447,"1Fam",13125,1493,7,3,"High",7.30854279753919
"478",9,2643,12.8479265317026,"1Fam",13693,2643,9,3,"High",7.87966991460429
"479",8,1718,12.6014874177848,"1Fam",10637,1718,7,3,"High",7.4489161025442
"480",4,1131,11.40166982941,"1Fam",5925,1131,7,2,"Low",7.03085747611612
"481",9,1850,12.6946526603488,"1Fam",16033,1850,8,3,"High",7.52294091807237
"482",9,1792,12.8320110763967,"1Fam",11846,1792,6,2,"High",7.49108759353488
"483",7,1826,11.9511803959014,"1Fam",2500,1826,7,4,"Medium",7.50988306115491
"484",6,1216,12.0076217068063,"Twnhs",4500,1216,5,2,"Medium",7.10332206252611
"485",5,999,11.7943379244084,"1Fam",7758,999,6,3,"Low",6.90675477864855
"486",5,1113,11.8981878657609,"1Fam",9600,1113,5,3,"Medium",7.01481435127554
"487",5,1073,11.9576112862317,"1Fam",10289,1073,6,3,"Medium",6.9782137426307
"488",5,1484,12.0725412529057,"1Fam",12243,1484,7,3,"Medium",7.30249642372733
"489",5,2414,11.982929094216,"2fmCon",10800,2414,10,3,"Medium",7.78904040165748
"490",4,630,11.3621025752356,"Twnhs",1526,630,3,1,"Low",6.44571981938558
"491",5,1304,11.6526874073454,"TwnhsE",2665,1304,4,3,"Low",7.1731917424866
"492",6,1578,11.7981044072039,"1Fam",9490,1578,5,3,"Low",7.36391350140582
"493",6,1456,12.0598033260287,"1Fam",15578,1456,8,3,"Medium",7.28344822875663
"494",5,1269,11.9511803959014,"1Fam",7931,1269,6,3,"Medium",7.14598446771439
"495",5,886,11.4219060665831,"1Fam",5784,886,4,2,"Low",6.78671695060508
"496",4,720,10.4602421081905,"1Fam",7879,720,4,2,"Low",6.5792512120101
"497",8,3228,12.9715404876697,"1Fam",12692,3228,10,4,"High",8.07961802938984
"498",7,1820,12.1226910365911,"1Fam",9120,1820,8,4,"Medium",7.50659178007084
"499",5,899,11.7752897294377,"1Fam",7800,899,5,3,"Low",6.80128303447162
"500",5,912,11.6952470217642,"1Fam",7535,912,5,2,"Low",6.81563999007433
"501",6,1218,11.6351430976945,"Twnhs",1890,1218,7,3,"Low",7.10496544826984
"502",7,1768,12.3313828364956,"1Fam",9803,1768,7,3,"High",7.47760424319759
"503",5,1214,11.8493977015914,"1Fam",9170,1214,6,2,"Medium",7.10167597161944
"504",7,1801,12.5741819670946,"1Fam",15602,1801,6,1,"High",7.49609734517596
"505",6,1322,11.8981878657609,"TwnhsE",2308,1322,6,3,"Medium",7.18690102041163
"506",5,1960,11.7320609948869,"Duplex",7596,1960,10,4,"Low",7.58069975222456
"507",8,1911,12.2783933071098,"1Fam",9554,1911,8,3,"High",7.55538194424027
"508",6,1218,12.2467346272491,"1Fam",7862,1218,4,2,"High",7.10496544826984
"509",7,1378,11.9891596439666,"1Fam",9600,1378,7,3,"Medium",7.2283884515736
"510",5,1041,11.7320609948869,"1Fam",9600,1041,6,3,"Low",6.94793706861497
"511",5,1363,12.0130945085477,"1Fam",14559,1363,6,2,"Medium",7.21744343169653
"512",7,1368,12.2193096485622,"TwnhsE",6792,1368,6,2,"High",7.2211050981825
"513",5,864,11.7745202026587,"1Fam",9100,864,5,3,"Low",6.76157276880406
"514",6,1080,11.805595078933,"1Fam",9187,1080,5,3,"Low",6.98471632011827
"515",5,789,11.4772982873271,"1Fam",10594,789,5,2,"Low",6.67076632084587
"516",10,2020,12.9063468682812,"1Fam",12220,2020,9,3,"High",7.61085279039525
"517",6,2119,11.9703503120091,"1Fam",10448,2119,7,3,"Medium",7.6586995582683
"518",7,2344,12.4874851049684,"1Fam",10208,2344,7,3,"High",7.7596141506969
"519",6,1796,12.2596134124582,"1Fam",9531,1796,7,3,"High",7.49331724886215
"520",7,2080,12.3630763943398,"1Fam",10918,2080,9,3,"High",7.64012317269536
"521",4,1294,11.5735500867867,"2fmCon",10800,1294,7,3,"Low",7.16549347506085
"522",6,1244,11.9183905730784,"1Fam",11988,1244,6,3,"Medium",7.12608727329912
"523",6,1664,11.9766594812024,"1Fam",5000,1664,7,3,"Medium",7.41697962138115
"524",10,4676,12.1267588388104,"1Fam",40094,4676,11,3,"Medium",8.45019832259196
"525",7,2398,12.6627060402127,"1Fam",11787,2398,8,3,"High",7.78239033558746
"526",7,1266,12.0782392740203,"1Fam",7500,1266,6,3,"Medium",7.14361760270412
"527",5,928,11.7905572015685,"1Fam",13300,928,4,2,"Low",6.8330317327862
"528",9,2713,13.0086592616321,"1Fam",14948,2713,11,3,"High",7.90581031265893
"529",4,605,11.3621025752356,"1Fam",9098,605,5,2,"Low",6.40522845803084
"530",6,2515,12.2091877884303,"1Fam",32668,2515,9,4,"High",7.83002808253384
"531",6,1509,12.0725412529057,"1Fam",10200,1509,5,3,"Medium",7.31920245876785
"532",6,1362,11.7597855429018,"1Fam",6155,1362,6,3,"Low",7.21670948670946
"533",5,827,11.5852461265499,"1Fam",7200,827,5,2,"Low",6.71780469502369
"534",1,334,10.5789797978574,"1Fam",5000,334,2,1,"Low",5.8111409929767
"535",8,1414,12.0895388292742,"1Fam",9056,1414,6,3,"Medium",7.25417784645652
"536",5,1347,11.5852461265499,"2fmCon",7000,1347,5,3,"Low",7.20563517641036
"537",7,1724,12.1441972418121,"1Fam",8924,1724,8,3,"Medium",7.45240245122364
"538",4,864,11.6195352000285,"1Fam",12735,864,5,3,"Low",6.76157276880406
"539",5,1159,11.9703503120091,"1Fam",11553,1159,7,3,"Medium",7.05531284333975
"540",8,1601,12.5135573452781,"1Fam",11423,1601,6,3,"High",7.37838371299671
"541",9,1838,12.6603279178078,"1Fam",14601,1838,8,2,"High",7.51643330291563
"542",8,2285,12.4211840251471,"1Fam",11000,2285,8,4,"High",7.7341213033283
"543",7,1680,12.2702204653539,"1Fam",10140,1680,7,3,"High",7.4265490723973
"544",7,767,11.7981044072039,"TwnhsE",4058,767,4,1,"Low",6.64248680136726
"545",7,1496,12.0988492847421,"1Fam",17104,1496,7,3,"Medium",7.31055015853442
"546",7,2183,12.3414772825364,"1Fam",13837,2183,9,4,"High",7.68845535654994
"547",6,1635,12.2548628096996,"1Fam",8737,1635,6,3,"High",7.39939808333135
"548",5,768,11.7714361601217,"1Fam",7244,768,5,2,"Low",6.64378973314767
"549",5,825,11.7360690162844,"1Fam",8235,825,4,2,"Low",6.71538338633468
"550",7,2094,12.4799093111599,"1Fam",9375,2094,8,4,"High",7.64683139143048
"551",6,1069,11.8493977015914,"TwnhsE",4043,1069,4,2,"Medium",6.97447891102505
"552",5,928,11.6307085006266,"1Fam",6000,928,5,3,"Low",6.8330317327862
"553",8,1717,12.4509776886259,"1Fam",11146,1717,7,3,"High",7.44833386089748
"554",4,1126,11.5898865061064,"1Fam",8777,1126,5,2,"Low",7.02642680869964
"555",7,2046,12.5567295171433,"1Fam",10625,2046,8,3,"High",7.62364194651157
"556",5,1048,11.6351430976945,"1Fam",6380,1048,5,2,"Low",6.95463886488099
"557",5,1092,11.8565151693603,"1Fam",14850,1092,6,2,"Medium",6.99576615630485
"558",4,1336,11.5898865061064,"1Fam",11040,1336,7,3,"Low",7.19743535409659
"559",7,1446,12.0725412529057,"1Fam",21872,1446,6,3,"Medium",7.27655640271871
"560",7,1557,12.3630763943398,"TwnhsE",3196,1557,7,2,"High",7.350516171834
"561",5,1392,11.7076695417627,"1Fam",11341,1392,5,3,"Low",7.23849684089437
"562",5,1389,12.0435537160324,"1Fam",10010,1389,6,2,"Medium",7.23633934275434
"563",5,996,11.5898865061064,"1Fam",13907,996,6,3,"Low",6.9037472575846
"564",6,1674,12.1281111040605,"1Fam",21780,1674,8,4,"Medium",7.42297125104942
"565",7,2295,12.498742259493,"1Fam",13346,2295,9,4,"High",7.73848812249465
"566",6,1647,11.7597855429018,"1Fam",6858,1647,6,4,"Low",7.40671073017764
"567",9,2504,12.6915804613119,"1Fam",11198,2504,11,4,"High",7.82564473221999
"568",7,1535,12.273731294004,"1Fam",10171,1535,7,3,"High",7.3362856600213
"569",8,2132,12.665394426429,"1Fam",12327,2132,5,1,"High",7.66481578528574
"570",5,943,11.8201160038101,"Duplex",7032,943,4,2,"Low",6.84906628263346
"571",5,1728,11.8677987869623,"Duplex",13101,1728,10,6,"Medium",7.454719949364
"572",6,864,11.6952470217642,"1Fam",7332,864,4,2,"Low",6.76157276880406
"573",7,1692,12.3216309861644,"1Fam",13159,1692,6,3,"High",7.43366654016617
"574",7,1430,12.0435537160324,"1Fam",9967,1430,8,3,"Medium",7.26542972325395
"575",5,1109,11.8422292121128,"1Fam",10500,1109,5,3,"Medium",7.01121398735037
"576",5,1216,11.6826682395573,"1Fam",8480,1216,6,2,"Low",7.10332206252611
"577",7,1477,11.8844890214027,"1Fam",6292,1477,6,3,"Medium",7.29776828253138
"578",5,1320,12.0106658491876,"1Fam",11777,1320,6,3,"Medium",7.18538701558042
"579",7,1392,11.8913619006905,"TwnhsE",3604,1392,5,2,"Medium",7.23849684089437
"580",5,1795,11.7867621306,"1Fam",12150,1795,7,4,"Low",7.49276030092238
"581",6,1429,12.1112123645062,"1Fam",14585,1429,7,3,"Medium",7.26473017792987
"582",8,2042,12.4423022003927,"1Fam",12704,2042,8,3,"High",7.62168499872461
"583",6,816,11.6826682395573,"Duplex",11841,816,5,3,"Low",6.70441435496411
"584",10,2775,12.6915804613119,"1Fam",13500,2775,9,3,"High",7.92840602618053
"585",4,1573,11.7981044072039,"1Fam",6120,1573,6,3,"Low",7.36073990305828
"586",8,2028,12.8209879778205,"1Fam",11443,2028,7,2,"High",7.61480536471107
"587",6,838,11.7752897294377,"1Fam",10267,838,5,2,"Low",6.73101810048208
"588",5,860,11.8277362048103,"1Fam",8740,860,4,2,"Low",6.75693238924755
"589",5,1473,11.870599909242,"1Fam",25095,1473,5,1,"Medium",7.29505641646263
"590",5,779,11.2835123006424,"1Fam",9100,935,4,2,"Low",6.65801104587075
"591",7,1582,12.1329641737095,"1Fam",8320,1582,6,3,"Medium",7.3664451483276
"592",10,2296,13.0213268332266,"1Fam",13478,2296,10,3,"High",7.73892375743946
"593",5,816,11.8350089641393,"1Fam",6600,816,4,2,"Low",6.70441435496411
"594",6,848,11.8493977015914,"TwnhsE",4435,848,4,1,"Medium",6.7428806357919
"595",5,924,11.6082356447746,"1Fam",7990,924,5,3,"Low",6.82871207164168
"596",8,1826,12.672946381767,"1Fam",11302,1826,7,3,"High",7.50988306115491
"597",6,1368,11.6483650358641,"1Fam",3600,1368,7,3,"Low",7.2211050981825
"598",7,1402,12.1766489841567,"TwnhsE",3922,1402,7,2,"High",7.24565506759454
"599",5,1647,12.2899541295109,"1Fam",12984,1647,7,3,"High",7.40671073017764
"600",6,1556,11.9250351157971,"Twnhs",1950,1556,6,3,"Medium",7.34987370473834
"601",8,1904,12.5245263766487,"1Fam",10927,1904,8,3,"High",7.55171221535131
"602",6,1375,11.8565151693603,"1Fam",9000,1375,6,3,"Medium",7.22620901010067
"603",8,1915,12.3013828253345,"1Fam",10041,1915,8,3,"High",7.55747290161475
"604",7,1200,11.9250351157971,"TwnhsE",3182,1200,4,2,"Medium",7.09007683577609
"605",7,1494,12.3059179804999,"1Fam",12803,1494,6,3,"High",7.30921236569276
"606",7,1986,12.2307652581205,"1Fam",13600,1986,7,3,"High",7.59387784460512
"607",5,1040,11.9316357998284,"1Fam",12464,1040,6,3,"Medium",6.94697599213542
"608",5,2008,12.3238556811866,"1Fam",7800,2008,8,3,"High",7.60489448081162
"609",8,3194,12.7913561802142,"1Fam",12168,3194,10,4,"High",8.06902932877496
"610",4,1029,11.6826682395573,"1Fam",7943,1029,5,3,"Low",6.93634273583405
"611",9,2153,12.6539584695223,"1Fam",11050,2153,8,3,"High",7.67461749736436
"612",6,1032,11.9049675527463,"1Fam",10395,1032,6,3,"Medium",6.93925394604151
"613",8,1872,12.4741895624871,"1Fam",11885,1872,7,3,"High",7.53476265703754
"614",5,1120,11.8981878657609,"1Fam",8402,1120,6,3,"Medium",7.02108396428914
"615",4,630,11.2318879352371,"TwnhsE",1491,630,3,1,"Low",6.44571981938558
"616",6,1054,11.8313791960888,"1Fam",8800,1054,6,3,"Low",6.96034772910131
"617",6,1509,12.1183337312222,"1Fam",7861,1509,7,3,"Medium",7.31920245876785
"618",6,832,11.5664662318983,"1Fam",7227,832,4,2,"Low",6.72383244082121
"619",9,1828,12.6597340907337,"1Fam",11694,1828,9,3,"High",7.5109777520141
"620",8,2262,12.6280670555895,"1Fam",12244,2262,10,4,"High",7.72400465667607
"621",3,864,11.1124478983731,"1Fam",8248,864,5,2,"Low",6.76157276880406
"622",6,2614,12.3883942023241,"1Fam",10800,2614,9,4,"High",7.86863689418417
"623",5,980,11.8130300574206,"1Fam",7064,980,6,3,"Low",6.88755257166462
"624",6,1512,12.0346910287746,"TwnhsE",2117,1512,4,2,"Medium",7.32118855673948
"625",6,1790,12.0146094308189,"1Fam",10400,1790,8,4,"Medium",7.4899708988348
"626",6,1116,11.982929094216,"1Fam",10000,1116,5,3,"Medium",7.01750614294126
"627",5,1422,11.8486831606536,"1Fam",12342,1422,6,3,"Medium",7.25981961036319
"628",6,1520,11.9381932003746,"1Fam",9600,1520,7,3,"Medium",7.32646561384032
"629",5,2080,11.8130300574206,"1Fam",11606,2080,9,5,"Low",7.64012317269536
"630",6,1350,12.0346910287746,"1Fam",9020,1350,6,3,"Medium",7.20785987143248
"631",5,1750,11.7280368445872,"1Fam",9000,1750,8,3,"Low",7.46737106691756
"632",8,1554,12.2524790183443,"Twnhs",4590,1554,6,2,"High",7.34858753092759
"633",7,1411,11.3205535723228,"1Fam",11900,1411,6,3,"Low",7.25205395185281
"634",5,1056,11.8451027773086,"1Fam",9250,1056,6,3,"Medium",6.96224346426621
